# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,11.35,4.09,161.51524705484718,0,3.0,-0.4049552385727795,180.0,0.0,0.0
 0.07135064166349121,11.34275760410097,4.092421128909952,161.51524705484718,0.21405192499047362,3.0,-0.4049552385727795,180.0,-5.844319695625808,0.0
 0.10284326742749977,11.334961826165985,4.095055124431825,161.33119408182762,0.3085298022824993,3.0000000000000004,-0.3240422860115733,180.0,-6.2219426029074265,0.0
 0.12827475826259735,11.326617021564207,4.097900322844078,161.17296080554527,0.384824274787792,2.999999999999999,-0.26346404129809753,180.0,-6.121645821560057,0.0
 0.15073445100377444,11.317727545664784,4.100955060425171,161.0354705213227,0.4522033530113233,3.0,-0.21719917134810462,180.0,-5.838658813487087,0.0
 0.17138566514594894,11.308297753836882,4.104217673453564,160.9148951278623,0.5141569954378468,2.9999999999999987,-0.1812475020944469,180.0,-5.488490209590178,0.0
 0.19080840524460532,11.298332001449657,4.107686498207719,160.8082936089874,0.5724252157338159,2.9999999999999987,-0.1528803501868807,180.0,-5.1229884136795265,0.0
 0.20933751090498043,11.287834643872266,4.111359870966091,160.71336921537346,0.6280125327149413,3.0000000000000044,-0.13019262212727614,180.0,-4.766343937652865,1.5924823046706057e-12
 0.2271849364914662,11.276810036473872,4.115236128007141,160.62830224662662,0.6815548094743986,3.0,-0.11182659495889295,180.00000000000003,-4.429547098965251,-1.6420430871128537e-12
 0.24449368414459685,11.265262534623625,4.119313605609331,160.55163233367296,0.7334810524337906,3.0000000000000018,-0.0967967383462092,180.0,-4.116982569573974,0.0
 0.2613648755411137,11.25319649369069,4.123590640051117,160.48217393276556,0.7840946266233412,3.0000000000000018,-0.0843758175508368,180.0,-3.829670862975877,0.0
 0.27787264929700006,11.240616269044223,4.128065567610961,160.41895459260004,0.8336179478910003,3.0000000000000036,-0.07401917016216318,180.0,-3.5669378067757,0.0
 0.29407294553546004,11.22752621605338,4.132736724567322,160.3611691434661,0.8822188366063802,3.0,-0.06531334138859307,180.0,-3.327298900325402,0.0
 0.31000897337105415,11.213930690087324,4.1376024471986605,160.30814521557318,0.9300269201131626,3.0,-0.05794060158959057,180.0,-3.108933885605876,1.809632403347664e-12
 0.3257147649880844,11.199834046515209,4.142661071783434,160.25931694781474,0.9771442949642533,3.0,-0.05165402743636555,180.00000000000003,-2.909940739391104,-1.8333268927415124e-12
 0.3412175700486172,11.185240640706192,4.147910934600103,160.21420470379425,1.0236527101458517,3.0,-0.04625973405444171,180.0,-2.7284684243538098,0.0
 0.3565395179075213,11.170154828029434,4.153350371927127,160.17239925286165,1.069618553722564,2.9999999999999964,-0.0416040285209707,180.0,-2.5627822682319947,0.0
 0.37169880134297156,11.154580963854093,4.158977720042966,160.13354931007416,1.1150964040289149,3.000000000000007,-0.037564003192001275,180.0,-2.4112918232304277,0.0
 0.38671053827104224,11.138523403549328,4.164791315226079,160.09735163156702,1.1601316148131269,3.0,-0.03404056476442779,180.0,-2.2725580588948033,-1.9104626102933966e-12
 0.4015874111694023,11.121986502484294,4.170789493754927,160.0635430741707,1.204762233508207,3.0000000000000075,-0.030953212779557787,179.99999999999997,-2.1452894960768516,1.9265378796201502e-12
 0.4163401496081647,11.104974616028152,4.176970591907967,160.03189417935965,1.2490204488244943,2.9999999999999964,-0.02823608759779487,180.0,-2.0283327737686876,0.0
 0.43097789985925156,11.087492099550058,4.18333294596366,160.0022039507911,1.292933699577755,3.000000000000004,-0.025834949617432507,180.0,-1.9206607900955903,0.0
 0.4455085118082303,11.06954330841917,4.189874892200466,159.97429557416464,1.3365255354246912,3.0,-0.023704852793483312,180.0,-1.8213601779485311,0.0
 0.4599387643550798,11.05113259800465,4.196594766896846,159.94801288681805,1.3798162930652398,3.0000000000000075,-0.021808335622327358,180.0,-1.7296190663833555,1.9825715311235908e-12
 0.47427454441860994,11.032264323675653,4.203490906331255,159.92321744828868,1.4228236332558302,2.999999999999996,-0.020114002644227094,180.00000000000003,-1.6447156379174819,-1.9950034744336207e-12
 0.48852099049984943,11.012942840801337,4.210561646782156,159.89978609563414,1.4655629714995486,3.0,-0.01859540798138097,180.0,-1.566007671908451,-2.0069534927503194e-12
 0.5026826088597522,10.993172504750861,4.217805324528008,159.8776088926359,1.508047826579257,2.999999999999992,-0.017230165816439443,179.99999999999997,-1.4929231672174654,0.0
 0.5167633683122467,10.97295767089338,4.22522027584727,159.85658740063724,1.5502901049367401,2.999999999999992,-0.01599923961746444,179.99999999999997,-1.4249520054436913,4.059255530716286e-12
 0.530766778156903,10.952302694598057,4.232804837018403,159.83663321369605,1.5923003344707092,3.000000000000008,-0.014886371595353672,180.00000000000003,-1.361638582486719,-2.0404446324264396e-12
 0.5446959526999072,10.93121193123405,4.240557344319864,159.8176667122161,1.634087858099722,3.000000000000008,-0.013877618924908696,180.0,-1.302575351483243,0.0
 0.5585536650187404,10.909689736170513,4.248476134030115,159.79961599772165,1.6756609950562216,3.000000000000008,-0.012960976814915304,180.0,-1.2473971421119774,0.0
 0.5723423920344657,10.887740464776607,4.256559542427615,159.78241597904886,1.7170271761033975,3.0,-0.01212607241017039,180.0,-1.1957762037532882,0.0
 0.5860643525097013,10.865368472421489,4.264805905790822,159.76600758524373,1.7581930575291045,3.0,-0.011363908817031228,180.0,-1.1474178646295583,0.0
